,SR_Number,Unnamed: 0,Status,ACTIVITY,Involved_ST_Function_Div,Involved_Org_line_3,Involved_ST,SR_Latest_Impact,Product,Country,Owner_Country,time_from_start,time_from_previous_event(start),time_from_midnight,weekday,# ACTIVITY=In Progress,# ACTIVITY=Awaiting Assignment,# ACTIVITY=Resolved,# ACTIVITY=Wait - User,# ACTIVITY=Wait - Implementation,# ACTIVITY=Assigned,# ACTIVITY=Wait,# ACTIVITY=Wait - Vendor,# ACTIVITY=Closed,# ACTIVITY=In Call,# ACTIVITY=Wait - Customer
18395,1-738527817,22493,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD348,pl,INDIA,0.118,0.118,43567.283,Friday,2,0,0,0,0,0,0,0,0,0,0
18396,1-738527817,22494,Queued,Awaiting Assignment,V3_2,Org line C,W10,Low,PROD348,pl,INDIA,0.527,0.409,43567.692,Friday,2,1,0,0,0,0,0,0,0,0,0
18397,1-738527926,22498,Queued,Awaiting Assignment,E_5,Org line C,V56 2nd,Medium,PROD379,se,0,0.0,0.0,43563.711,Friday,0,1,0,0,0,0,0,0,0,0,0
18398,1-738527926,22499,Accepted,In Progress,E_5,Org line C,V56 2nd,Medium,PROD379,se,France,5.199,5.199,43568.91,Friday,1,1,0,0,0,0,0,0,0,0,0
18399,1-738527937,22501,Queued,Awaiting Assignment,E_5,Org line C,V56 2nd,Medium,PROD379,se,0,0.0,0.0,43563.713,Friday,0,1,0,0,0,0,0,0,0,0,0
18400,1-738527937,22502,Accepted,In Progress,E_5,Org line C,V56 2nd,Medium,PROD379,se,France,5.207,5.207,43568.92,Friday,1,1,0,0,0,0,0,0,0,0,0
18401,1-738527949,22504,Queued,Awaiting Assignment,E_5,Org line C,V56 2nd,Medium,PROD379,se,0,0.0,0.0,43563.722,Friday,0,1,0,0,0,0,0,0,0,0,0
18402,1-738527949,22505,Accepted,In Progress,E_5,Org line C,V56 2nd,Medium,PROD379,se,France,5.207,5.207,43568.929,Friday,1,1,0,0,0,0,0,0,0,0,0
18403,1-738527972,22507,Queued,Awaiting Assignment,A2_1,Org line A2,L31 2nd,High,PROD172,se,0,0.0,0.0,43563.936,Friday,0,1,0,0,0,0,0,0,0,0,0
18404,1-738528005,22509,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0,0.0,0.0,43564.732,Friday,0,1,0,0,0,0,0,0,0,0,0
18405,1-738528005,22510,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0,0.002,0.002,43564.734,Friday,0,2,0,0,0,0,0,0,0,0,0
18406,1-738528086,22512,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD295,se,0,0.0,0.0,43565.653,Friday,0,1,0,0,0,0,0,0,0,0,0
18407,1-738528086,22513,Accepted,In Progress,E_5,Org line C,G76,Medium,PROD295,se,Sweden,0.265,0.265,43565.918,Friday,1,1,0,0,0,0,0,0,0,0,0
18408,1-738528122,22515,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0,0.0,0.0,43566.003,Friday,0,1,0,0,0,0,0,0,0,0,0
18409,1-738528145,22517,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0,0.0,0.0,43566.223,Friday,0,1,0,0,0,0,0,0,0,0,0
18410,1-738528156,22519,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0,0.0,0.0,43566.293,Friday,0,1,0,0,0,0,0,0,0,0,0
18411,1-738528238,22521,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0,0.0,0.0,43567.199,Friday,0,1,0,0,0,0,0,0,0,0,0
18412,1-738528250,22523,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0,0.0,0.0,43567.225,Friday,0,1,0,0,0,0,0,0,0,0,0
18413,1-738528261,22525,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0,0.0,0.0,43567.226,Friday,0,1,0,0,0,0,0,0,0,0,0
18414,1-738528273,22527,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0,0.0,0.0,43567.232,Friday,0,1,0,0,0,0,0,0,0,0,0
18415,1-738528285,22529,Queued,Awaiting Assignment,E_5,Org line C,O2,Medium,PROD36,se,0,0.0,0.0,43567.348,Friday,0,1,0,0,0,0,0,0,0,0,0
18416,1-738528364,22531,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD504,be,0,0.0,0.0,43567.56,Friday,0,1,0,0,0,0,0,0,0,0,0
18417,1-738528364,22532,Accepted,In Progress,E_5,Org line C,G76,Medium,PROD504,be,Sweden,0.294,0.294,43567.854,Friday,1,1,0,0,0,0,0,0,0,0,0
18418,1-738528711,22534,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD381,se,0,0.0,0.0,43568.583,Friday,0,1,0,0,0,0,0,0,0,0,0
18419,1-738528711,22535,Accepted,In Progress,E_5,Org line C,G76,Medium,PROD381,se,Sweden,0.167,0.167,43568.75,Friday,1,1,0,0,0,0,0,0,0,0,0
18420,1-738530454,22537,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,se,POLAND,0.0,0.0,43565.57,Friday,1,0,0,0,0,0,0,0,0,0,0
18421,1-738530454,22538,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,se,POLAND,0.071,0.071,43565.641,Friday,2,0,0,0,0,0,0,0,0,0,0
18422,1-738530454,22539,Accepted,Wait,V3_2,Org line C,G96,Low,PROD424,se,POLAND,0.371,0.3,43565.941,Friday,2,0,0,0,0,0,1,0,0,0,0
18423,1-738530454,22540,Queued,Awaiting Assignment,V3_2,Org line C,M8,Low,PROD424,se,POLAND,0.396,0.025,43565.966,Friday,2,1,0,0,0,0,1,0,0,0,0
18424,1-738530474,22542,Accepted,In Progress,E_6,Org line G1,G358 2nd,Medium,PROD293,se,Sweden,0.0,0.0,43568.054,Friday,1,0,0,0,0,0,0,0,0,0,0
18425,1-738530474,22543,Accepted,In Progress,E_6,Org line G1,G358 2nd,Medium,PROD293,se,Sweden,0.012,0.012,43568.066,Friday,2,0,0,0,0,0,0,0,0,0,0
18426,1-738530625,22545,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD267,se,POLAND,0.0,0.0,43566.2,Friday,1,0,0,0,0,0,0,0,0,0,0
18427,1-738530625,22546,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD267,se,POLAND,0.08,0.08,43566.28,Friday,2,0,0,0,0,0,0,0,0,0,0
18428,1-738530625,22547,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD267,se,POLAND,0.669,0.589,43566.869,Friday,3,0,0,0,0,0,0,0,0,0,0
18429,1-738530625,22548,Accepted,Wait,V3_2,Org line C,G96,Medium,PROD267,se,POLAND,1.359,0.69,43567.559,Friday,3,0,0,0,0,0,1,0,0,0,0
18430,1-738530625,22549,Queued,Awaiting Assignment,V3_2,Org line C,G97,Medium,PROD267,se,POLAND,1.402,0.043,43567.602,Friday,3,1,0,0,0,0,1,0,0,0,0
18431,1-738530625,22550,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD267,se,POLAND,1.408,0.006,43567.608,Friday,4,1,0,0,0,0,1,0,0,0,0
18432,1-738530767,22552,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD81,br,Brazil,0.0,0.0,43566.959,Friday,1,0,0,0,0,0,0,0,0,0,0
18433,1-738530767,22553,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD81,br,Brazil,0.569,0.569,43567.528,Friday,2,0,0,0,0,0,0,0,0,0,0
18434,1-738530967,22555,Accepted,In Progress,V3_2,Org line C,N47,Low,PROD262,us,USA,0.0,0.0,43566.354,Friday,1,0,0,0,0,0,0,0,0,0,0
18435,1-738531008,22557,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD13,pl,INDIA,0.0,0.0,43564.095,Friday,1,0,0,0,0,0,0,0,0,0,0
18436,1-738531008,22558,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD13,pl,INDIA,0.036,0.036,43564.131,Friday,2,0,0,0,0,0,0,0,0,0,0
18437,1-738531119,22560,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,0.0,0.0,43567.74,Friday,1,0,0,0,0,0,0,0,0,0,0
18438,1-738531189,22563,Accepted,In Progress,V3_2,Org line C,J5,Medium,PROD262,se,Sweden,0.0,0.0,43567.349,Friday,1,0,0,0,0,0,0,0,0,0,0
18439,1-738531727,22566,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD627,se,Sweden,0.0,0.0,43569.526,Friday,1,0,0,0,0,0,0,0,0,0,0
18440,1-738531727,22567,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD627,se,Sweden,0.424,0.424,43569.95,Friday,2,0,0,0,0,0,0,0,0,0,0
18441,1-738531727,22568,Queued,Awaiting Assignment,V3_2,Org line C,S46,Medium,PROD627,se,Sweden,0.72,0.296,43570.246,Friday,2,1,0,0,0,0,0,0,0,0,0
18442,1-738531727,22569,Accepted,In Progress,V3_2,Org line C,S46,Medium,PROD627,se,Sweden,0.871,0.151,43570.397,Friday,3,1,0,0,0,0,0,0,0,0,0
18443,1-738532339,22571,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD23,be,POLAND,0.0,0.0,43564.889,Friday,1,0,0,0,0,0,0,0,0,0,0
18444,1-738532339,22572,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD23,be,POLAND,0.026,0.026,43564.915,Friday,2,0,0,0,0,0,0,0,0,0,0
18445,1-738535760,22574,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,Brazil,0.0,0.0,43566.658,Friday,1,0,0,0,0,0,0,0,0,0,0
18446,1-738535760,22575,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,Brazil,0.012,0.012,43566.67,Friday,2,0,0,0,0,0,0,0,0,0,0
18447,1-738536943,22578,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD348,us,USA,0.0,0.0,43564.6,Friday,1,0,0,0,0,0,0,0,0,0,0
18448,1-738536943,22579,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD348,us,USA,0.468,0.468,43565.068,Friday,2,0,0,0,0,0,0,0,0,0,0
18449,1-738536943,22580,Queued,Awaiting Assignment,V3_2,Org line C,N45,Medium,PROD348,us,USA,0.536,0.068,43565.136,Friday,2,1,0,0,0,0,0,0,0,0,0
18450,1-738536998,22582,Accepted,In Progress,missing,Org line G4,G51 2nd,Medium,PROD818,se,INDIA,0.0,0.0,43565.728,Friday,1,0,0,0,0,0,0,0,0,0,0
18451,1-738536998,22583,Accepted,In Progress,missing,Org line G4,G51 2nd,Medium,PROD818,se,INDIA,0.006,0.006,43565.734,Friday,2,0,0,0,0,0,0,0,0,0,0
18452,1-738537099,22585,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD544,se,Sweden,0.0,0.0,43564.943,Friday,1,0,0,0,0,0,0,0,0,0,0
18453,1-738537099,22586,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD544,se,Sweden,0.106,0.106,43565.049,Friday,2,0,0,0,0,0,0,0,0,0,0
18454,1-738537099,22587,Queued,Awaiting Assignment,E_10,Org line C,G146 2nd,Medium,PROD544,se,Sweden,0.438,0.332,43565.381,Friday,2,1,0,0,0,0,0,0,0,0,0
18455,1-738537252,22590,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD267,us,USA,0.0,0.0,43565.551,Friday,1,0,0,0,0,0,0,0,0,0,0
18456,1-738537252,22591,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD267,us,USA,0.135,0.135,43565.686,Friday,2,0,0,0,0,0,0,0,0,0,0
18457,1-738537438,22596,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.0,0.0,43567.809,Friday,1,0,0,0,0,0,0,0,0,0,0
18458,1-738537727,22598,Accepted,In Progress,V3_2,Org line C,S49,Low,PROD279,se,Sweden,0.0,0.0,43568.196,Friday,1,0,0,0,0,0,0,0,0,0,0
18459,1-738537776,22600,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD400,se,Brazil,0.0,0.0,43568.079,Friday,1,0,0,0,0,0,0,0,0,0,0
18460,1-738537776,22601,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD400,se,Brazil,0.051,0.051,43568.13,Friday,2,0,0,0,0,0,0,0,0,0,0
18461,1-738537776,22602,Queued,Awaiting Assignment,V3_2,Org line C,S49,Low,PROD400,se,Brazil,0.611,0.56,43568.69,Friday,2,1,0,0,0,0,0,0,0,0,0
18462,1-738537776,22603,Accepted,In Progress,V3_2,Org line C,S49,Low,PROD400,se,POLAND,1.936,1.325,43570.015,Friday,3,1,0,0,0,0,0,0,0,0,0
18463,1-738537801,22605,Accepted,In Progress,A2_2,Org line A2,S2 2nd,Medium,PROD124,se,Brazil,0.0,0.0,43567.863,Friday,1,0,0,0,0,0,0,0,0,0,0
18464,1-738537801,22606,Accepted,In Progress,A2_2,Org line A2,S2 2nd,Medium,PROD124,se,Brazil,0.015,0.015,43567.878,Friday,2,0,0,0,0,0,0,0,0,0,0
18465,1-738537801,22607,Queued,Awaiting Assignment,E_6,Org line B,S4 2nd,Medium,PROD124,se,Brazil,0.059,0.044,43567.922,Friday,2,1,0,0,0,0,0,0,0,0,0
18466,1-738538552,22612,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD253,se,Brazil,0.0,0.0,43565.699,Friday,1,0,0,0,0,0,0,0,0,0,0
18467,1-738538552,22613,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD253,se,Brazil,0.066,0.066,43565.765,Friday,2,0,0,0,0,0,0,0,0,0,0
18468,1-738538552,22614,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD253,se,Brazil,1.728,1.662,43567.427,Friday,2,1,0,0,0,0,0,0,0,0,0
18469,1-738538732,22616,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD104,pl,INDIA,0.0,0.0,43566.173,Friday,1,0,0,0,0,0,0,0,0,0,0
18470,1-738538732,22617,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD104,pl,INDIA,0.095,0.095,43566.268,Friday,2,0,0,0,0,0,0,0,0,0,0
18471,1-738538732,22618,Completed,In Call,V3_2,Org line C,G96,Low,PROD104,pl,INDIA,0.296,0.201,43566.469,Friday,2,0,0,0,0,0,0,0,0,1,0
18472,1-738538732,22619,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD104,pl,POLAND,3.465,3.169,43569.638,Friday,3,0,0,0,0,0,0,0,0,1,0
18473,1-738539178,22623,Accepted,In Progress,missing,Org line V11,V48,Medium,PROD236,gb,Czech Republic,0.0,0.0,43565.74,Friday,1,0,0,0,0,0,0,0,0,0,0
18474,1-738539178,22624,Accepted,In Progress,missing,Org line V11,V48,Medium,PROD236,gb,Czech Republic,0.012,0.012,43565.752,Friday,2,0,0,0,0,0,0,0,0,0,0
18475,1-738539178,22625,Queued,Awaiting Assignment,A2_1,Org line A2,D8,Medium,PROD236,gb,Czech Republic,0.651,0.639,43566.391,Friday,2,1,0,0,0,0,0,0,0,0,0
18476,1-738539178,22626,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD236,gb,POLAND,1.417,0.766,43567.157,Friday,3,1,0,0,0,0,0,0,0,0,0
18477,1-738539178,22627,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD236,gb,POLAND,1.46,0.043,43567.2,Friday,3,2,0,0,0,0,0,0,0,0,0
18478,1-738539195,22629,Accepted,In Progress,V3_2,Org line C,S37,Low,PROD253,se,Sweden,0.0,0.0,43565.097,Friday,1,0,0,0,0,0,0,0,0,0,0
18479,1-738539195,22630,Accepted,In Progress,V3_2,Org line C,S37,Low,PROD253,se,Sweden,0.063,0.063,43565.16,Friday,2,0,0,0,0,0,0,0,0,0,0
18480,1-738539201,22632,Accepted,In Progress,A2_4,Org line A2,G35 2nd,Medium,PROD211,se,Sweden,0.0,0.0,43565.177,Friday,1,0,0,0,0,0,0,0,0,0,0
18481,1-738539305,22635,Accepted,In Progress,A2_4,Org line A2,G35 2nd,Medium,PROD211,se,Sweden,0.0,0.0,43565.779,Friday,1,0,0,0,0,0,0,0,0,0,0
18482,1-738539429,22637,Accepted,In Progress,A2_4,Org line A2,G35 2nd,Medium,PROD211,se,Sweden,0.0,0.0,43566.019,Friday,1,0,0,0,0,0,0,0,0,0,0
18483,1-738539534,22640,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD716,se,Sweden,0.0,0.0,43566.843,Friday,1,0,0,0,0,0,0,0,0,0,0
18484,1-738539569,22642,Accepted,In Progress,missing,Org line V11,V48,Medium,PROD236,pl,Czech Republic,0.0,0.0,43633.119,Friday,1,0,0,0,0,0,0,0,0,0,0
18485,1-738539569,22643,Accepted,In Progress,missing,Org line V11,V48,Medium,PROD236,pl,Czech Republic,0.011,0.011,43633.13,Friday,2,0,0,0,0,0,0,0,0,0,0
18486,1-738539569,22644,Queued,Awaiting Assignment,A2_1,Org line A2,D8,Medium,PROD236,pl,Czech Republic,3.741,3.73,43636.86,Friday,2,1,0,0,0,0,0,0,0,0,0
18487,1-738539569,22645,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD236,pl,POLAND,3.829,0.088,43636.948,Friday,3,1,0,0,0,0,0,0,0,0,0
18488,1-738539569,22646,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD236,pl,POLAND,3.85,0.021,43636.969,Friday,3,2,0,0,0,0,0,0,0,0,0
18489,1-738539569,22647,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD236,pl,Brazil,22.84,18.99,43655.959,Friday,4,2,0,0,0,0,0,0,0,0,0
18490,1-738539574,22649,Accepted,In Progress,V3_2,Org line C,S37,Medium,PROD270,se,Sweden,0.0,0.0,43566.638,Friday,1,0,0,0,0,0,0,0,0,0,0
18491,1-738539574,22650,Accepted,In Progress,V3_2,Org line C,S37,Medium,PROD270,se,Sweden,0.095,0.095,43566.733,Friday,2,0,0,0,0,0,0,0,0,0,0
18492,1-738539574,22651,Queued,Awaiting Assignment,V3_2,Org line C,N20,Medium,PROD270,se,Sweden,0.123,0.028,43566.761,Friday,2,1,0,0,0,0,0,0,0,0,0
18493,1-738539604,22653,Accepted,In Progress,A2_1,Org line A2,L6 2nd,Medium,PROD509,se,Sweden,0.0,0.0,43567.807,Friday,1,0,0,0,0,0,0,0,0,0,0
18494,1-738539654,22655,Accepted,In Progress,V3_2,Org line C,S37,Medium,PROD274,se,Sweden,0.0,0.0,43567.23,Friday,1,0,0,0,0,0,0,0,0,0,0
18495,1-738539654,22656,Accepted,In Progress,V3_2,Org line C,S37,Medium,PROD274,se,Sweden,0.125,0.125,43567.355,Friday,2,0,0,0,0,0,0,0,0,0,0
18496,1-738539654,22657,Queued,Awaiting Assignment,V3_2,Org line C,U3,Medium,PROD274,se,Sweden,0.244,0.119,43567.474,Friday,2,1,0,0,0,0,0,0,0,0,0
18497,1-738539862,22659,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD13,se,Sweden,0.0,0.0,43568.859,Friday,1,0,0,0,0,0,0,0,0,0,0
18498,1-738539862,22660,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD13,se,Sweden,0.014,0.014,43568.873,Friday,2,0,0,0,0,0,0,0,0,0,0
18499,1-738539862,22661,Queued,Awaiting Assignment,E_1,Org line C,G193 2nd,Medium,PROD13,se,Sweden,0.132,0.118,43568.991,Friday,2,1,0,0,0,0,0,0,0,0,0
18500,1-738539862,22662,Accepted,In Progress,E_1,Org line C,G193 2nd,Medium,PROD13,se,Sweden,0.155,0.023,43569.014,Friday,3,1,0,0,0,0,0,0,0,0,0
18501,1-738543481,22665,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD253,br,Brazil,0.0,0.0,43564.79,Friday,1,0,0,0,0,0,0,0,0,0,0
18502,1-738543481,22666,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD253,br,Brazil,0.016,0.016,43564.806,Friday,2,0,0,0,0,0,0,0,0,0,0
18503,1-738543481,22667,Queued,Awaiting Assignment,V3_2,Org line B,S9 2nd,Low,PROD253,br,Brazil,0.13,0.114,43564.92,Friday,2,1,0,0,0,0,0,0,0,0,0
18504,1-738543543,22670,Accepted,In Progress,D_1,Org line A2,V14 3rd,High,PROD597,in,INDIA,0.0,0.0,43565.296,Friday,1,0,0,0,0,0,0,0,0,0,0
18505,1-738543543,22671,Accepted,In Progress,D_1,Org line A2,V14 3rd,High,PROD597,in,INDIA,0.117,0.117,43565.413,Friday,2,0,0,0,0,0,0,0,0,0,0
18506,1-738543543,22672,Queued,Awaiting Assignment,E_1,Org line C,G55 2nd,High,PROD597,in,INDIA,0.203,0.086,43565.499,Friday,2,1,0,0,0,0,0,0,0,0,0
18507,1-738543543,22673,Accepted,In Progress,E_1,Org line C,G55 2nd,High,PROD597,in,Sweden,0.625,0.422,43565.921,Friday,3,1,0,0,0,0,0,0,0,0,0
18508,1-738543543,22674,Accepted,In Progress,E_5,Org line C,G77,High,PROD597,in,INDIA,1.577,0.952,43566.873,Friday,4,1,0,0,0,0,0,0,0,0,0
18509,1-738543543,22675,Accepted,In Progress,E_5,Org line C,G77,High,PROD597,in,INDIA,1.598,0.021,43566.894,Friday,5,1,0,0,0,0,0,0,0,0,0
18510,1-738543543,22676,Queued,Awaiting Assignment,E_1,Org line C,G55 2nd,High,PROD597,in,INDIA,1.795,0.197,43567.091,Friday,5,2,0,0,0,0,0,0,0,0,0
18511,1-738543543,22677,Accepted,In Progress,E_1,Org line C,G55 2nd,High,PROD597,in,Sweden,2.297,0.502,43567.593,Friday,6,2,0,0,0,0,0,0,0,0,0
18512,1-738545008,22679,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.0,0.0,43565.428,Friday,1,0,0,0,0,0,0,0,0,0,0
18513,1-738545008,22680,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.049,0.049,43565.477,Friday,2,0,0,0,0,0,0,0,0,0,0
18514,1-738545008,22681,Queued,Awaiting Assignment,E_10,Org line C,G140 2nd,Medium,PROD660,se,Sweden,1.643,1.594,43567.071,Friday,2,1,0,0,0,0,0,0,0,0,0
18515,1-738545008,22682,Accepted,In Progress,E_10,Org line C,G140 2nd,Medium,PROD660,se,Sweden,1.733,0.09,43567.161,Friday,3,1,0,0,0,0,0,0,0,0,0
18516,1-738545008,22683,Accepted,Assigned,E_10,Org line C,G140 2nd,Medium,PROD660,se,Sweden,1.743,0.01,43567.171,Friday,3,1,0,0,0,1,0,0,0,0,0
18517,1-738545008,22684,Accepted,In Progress,E_10,Org line C,G140 2nd,Medium,PROD660,se,Sweden,2.123,0.38,43567.551,Friday,4,1,0,0,0,1,0,0,0,0,0
18518,1-738545008,22685,Accepted,Assigned,E_10,Org line C,G140 2nd,Medium,PROD660,se,Sweden,2.162,0.039,43567.59,Friday,4,1,0,0,0,2,0,0,0,0,0
18519,1-738545008,22686,Accepted,In Progress,E_10,Org line C,G140 2nd,Medium,PROD660,se,Sweden,2.917,0.755,43568.345,Friday,5,1,0,0,0,2,0,0,0,0,0
18520,1-738550941,22689,Queued,Awaiting Assignment,V3_2,Org line C,V27,Medium,PROD194,in,France,0.0,0.0,43565.435,Friday,0,1,0,0,0,0,0,0,0,0,0
18521,1-738550941,22690,Accepted,In Progress,V3_2,Org line C,V27,Medium,PROD194,in,Sweden,2.955,2.955,43568.39,Friday,1,1,0,0,0,0,0,0,0,0,0
18522,1-738550941,22691,Queued,Awaiting Assignment,A2_4,Org line A2,G31 3rd,Medium,PROD194,in,Sweden,5.089,2.134,43570.524,Friday,1,2,0,0,0,0,0,0,0,0,0
18523,1-738550991,22693,Queued,Awaiting Assignment,V3_2,Org line G2,S8,Medium,PROD153,se,Brazil,0.0,0.0,43566.668,Friday,0,1,0,0,0,0,0,0,0,0,0
18524,1-738550991,22694,Accepted,In Progress,V3_2,Org line G2,S8,Medium,PROD153,se,POLAND,0.802,0.802,43567.47,Friday,1,1,0,0,0,0,0,0,0,0,0
18525,1-738550991,22695,Queued,Awaiting Assignment,V3_2,Org line G2,S8,Medium,PROD153,se,POLAND,0.815,0.013,43567.483,Friday,1,2,0,0,0,0,0,0,0,0,0
18526,1-738551061,22697,Queued,Awaiting Assignment,missing,Other,S56,Low,PROD424,pl,Romania,0.0,0.0,43567.589,Friday,0,1,0,0,0,0,0,0,0,0,0
18527,1-738551061,22698,Accepted,In Progress,missing,Other,S56,Low,PROD424,pl,POLAND,1.989,1.989,43569.578,Friday,1,1,0,0,0,0,0,0,0,0,0
18528,1-738551071,22700,Queued,Awaiting Assignment,V3_2,Org line C,G359,Medium,PROD194,in,Sweden,0.0,0.0,43567.684,Friday,0,1,0,0,0,0,0,0,0,0,0
18529,1-738551101,22702,Queued,Awaiting Assignment,V3_2,Org line G2,S8,Medium,PROD805,in,Brazil,0.0,0.0,43568.203,Friday,0,1,0,0,0,0,0,0,0,0,0
18530,1-738551101,22703,Accepted,In Progress,V3_2,Org line G2,S8,Medium,PROD805,in,Sweden,0.929,0.929,43569.132,Friday,1,1,0,0,0,0,0,0,0,0,0
18531,1-738551361,22705,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD267,us,USA,0.0,0.0,43590.301,Friday,0,1,0,0,0,0,0,0,0,0,0
18532,1-738551361,22706,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD267,us,Brazil,12.994,12.994,43603.295,Friday,1,1,0,0,0,0,0,0,0,0,0
18533,1-738551361,22707,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD267,us,Brazil,12.999,0.005,43603.3,Friday,2,1,0,0,0,0,0,0,0,0,0
18534,1-738551361,22708,Queued,Awaiting Assignment,V3_2,Org line C,N42,Low,PROD267,us,Brazil,13.072,0.073,43603.373,Friday,2,2,0,0,0,0,0,0,0,0,0
18535,1-738551361,22709,Accepted,In Progress,V3_2,Org line C,N42,Low,PROD267,us,USA,59.84,46.768,43650.141,Friday,3,2,0,0,0,0,0,0,0,0,0
18536,1-738551361,22710,Accepted,Assigned,V3_2,Org line C,N42,Low,PROD267,us,USA,59.898,0.058,43650.199,Friday,3,2,0,0,0,1,0,0,0,0,0
18537,1-738551371,22712,Queued,Awaiting Assignment,missing,Other,S56,Medium,PROD116,br,Brazil,0.0,0.0,43590.816,Friday,0,1,0,0,0,0,0,0,0,0,0
18538,1-738551391,22714,Queued,Awaiting Assignment,V3_2,Org line C,N40,Medium,PROD321,us,USA,0.0,0.0,43592.515,Friday,0,1,0,0,0,0,0,0,0,0,0
18539,1-738551401,22716,Queued,Awaiting Assignment,V3_2,Org line G2,S8,Medium,PROD139,br,Brazil,0.0,0.0,43592.974,Friday,0,1,0,0,0,0,0,0,0,0,0
18540,1-738551401,22717,Accepted,In Progress,A2_2,Org line A2,S2 2nd,Medium,PROD139,br,Brazil,0.262,0.262,43593.236,Friday,1,1,0,0,0,0,0,0,0,0,0
18541,1-738551471,22719,Queued,Awaiting Assignment,missing,Other,S56,Medium,PROD611,us,Sweden,0.0,0.0,43627.996,Friday,0,1,0,0,0,0,0,0,0,0,0
18542,1-738551471,22720,Accepted,In Progress,missing,Other,S56,Medium,PROD611,us,POLAND,2.411,2.411,43630.407,Friday,1,1,0,0,0,0,0,0,0,0,0
18543,1-738551481,22722,Queued,Awaiting Assignment,V3_2,Org line C,G359,Medium,PROD424,pl,Sweden,0.0,0.0,43628.114,Friday,0,1,0,0,0,0,0,0,0,0,0
18544,1-738551481,22723,Accepted,In Progress,V3_2,Org line C,G359,Medium,PROD424,pl,POLAND,2.077,2.077,43630.191,Friday,1,1,0,0,0,0,0,0,0,0,0
